Process Name,Product Flow,Unit,Carbon Footprint (kg CO2 eq),Status
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Electricity,MJ,0.1363664331067576,Success
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Electricity,MJ,0.1363664331067576,Success
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Electricity,MJ,0.1363664331067576,Success
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Electricity,MJ,0.1363664331067576,Success
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Electricity,MJ,0.1363664331067576,Success
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Electricity,MJ,0.1363664331067576,Success
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Electricity,MJ,0.1363664331067576,Success
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Electricity,MJ,0.1363664331067576,Success
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Electricity,MJ,0.1363664331067576,Success
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Electricity,MJ,0.1363664331067576,Success
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Electricity,MJ,0.1363664331067576,Success
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Electricity,MJ,0.1363664331067576,Success
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Electricity,MJ,0.1363664331067576,Success
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Electricity,MJ,0.1363664331067576,Success
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Electricity,MJ,0.1363664331067576,Success
"Electricity grid mix, consumption mix, at consumer, AC, 230V",Electricity,MJ,0.1363664331067576,Success
